asv	kingdom	phylum	class	order	family	genus	species
7efbfe3c0ea13650965567ec588efbf4	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Marinifilaceae	Butyricimonas	uncultured bacterium
24d821dddfbe031b81a44817e6d6a4c1	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	NA	NA
e698cb84a000b67d836d8beff2b6fbac	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Eggerthellaceae	NA	NA
e70cf4f60de624fe3c8a4996ffb76548	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	uncultured bacterium	uncultured bacterium
90e8b5b3779a236225fb636669caad89	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Eggerthellaceae	DNF00809	uncultured bacterium
84adf7859df2b9401c7f66e8528746f3	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae	Peptococcus	uncultured organism
92359334f1159a5655d9914a910f769c	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	NA	NA
c5db1093aec491dee34d7971e29ea8f3	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	NA
32413e4530b41f196041a76a087652f0	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA	NA
2adbb8ce23e8edebc2efe2e1f540949b	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia	NA
607ead89ddc535848d01c18151ebdda3	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	NA	NA
64e92fd912aa61af154fd50f6711e43e	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Eggerthellaceae	NA	NA
2afd81e05992550f91838c57bdeb8158	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA	NA
a5ebb541d53c77412aa1aebaadc7c233	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	uncultured bacterium	uncultured bacterium
b219b39ec41122d8746929a659854f77	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	NA
9d28931b22e7fd4ec91bf340d2ab9e65	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-014	uncultured bacterium
fc16a5af548c8cbb99fe3af5f9ac69e7	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus sp. C8I9
b2df62de0d34ed8454854a1153cc90b8	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	GCA-900066755	uncultured bacterium
a72159344dfcf87f25859d9db0a9403f	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	uncultured bacterium	uncultured bacterium
3b5da7828137e3c8a9c5de87a99a84c6	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema 2	NA
345e7c2e799cb262c6411a917748006c	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia	NA
ce0837f50ab0a7abc73bddc82e8b55e6	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	NA
39a9a76b2e5e5803f6e0360a1d9d8d8f	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema 2	uncultured bacterium
3210eba728bf93c878a6cba3d622f6ae	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Eggerthellaceae	DNF00809	uncultured bacterium
33a708030d0915069a6e5ff5deb5df4a	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Marinifilaceae	Butyricimonas	uncultured bacterium
f28a0e3e4717a841d9822a49fb297b8c	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	NA	NA
dd67f0ea760f1272e3968035ae740303	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	NA	NA
7082163cf5b10d6052a29b983801c061	Bacteria	Bacteroidetes	Bacteroidia	NA	NA	NA	NA
451b0a370e13a403bee07b420b826175	Bacteria	Cyanobacteria	Melainabacteria	Gastranaerophilales	NA	NA	NA
63f0cc62a77fe0e06eb7901d40b55d5e	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA	NA
f326c1f900af63a2b5dbd86595990d16	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	NA
0d2c55a0ce89dc0380068f0244a38adb	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Oscillibacter	NA
4c581eb2fbd63ba11250a52dfb3dd183	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Eggerthellaceae	NA	NA
7b0a1a323b2664ca4c6c9cf033296d15	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	uncultured bacterium	uncultured bacterium
a277b35e7703bfaf4a12e2fca9a5c2ae	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	NA	NA
27de231017f07b78704ca55d9f7b575b	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminiclostridium 5	NA
af727ca9d833bc509beb611d6c84ab93	Bacteria	Lentisphaerae	Oligosphaeria	Oligosphaerales	Oligosphaeraceae	horsej-a03	uncultured bacterium
2f881928ac5928cb3965d7d4e6f2867b	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
8d7c947904032f11baafa99ec69ea625	Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Anaerofustis	uncultured bacterium
01f75bceadf3fe6d9336364b9674894a	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Eggerthellaceae	Enterorhabdus	uncultured bacterium
09369a49414a2815269d29ebb3f79de1	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	uncultured bacterium
d48578ca8885ef8dbc53accc017ea3f9	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	NA
27acf107a6daab006bffc4a4c35e5fc0	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Eggerthellaceae	NA	NA
b5986ac89c29fde5751dcd1500f6d4ed	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	uncultured bacterium
1a5b05e574d6df84f1c85d953ab05c71	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-014	NA
ef1fc90a601003172da7b0ebc440f85c	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminiclostridium 5	uncultured bacterium
4007391b43191315b0f830ffd01d6f42	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	uncultured	uncultured bacterium
c7f84e0ab55abef0ad9d8baa9c2a59b7	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-004	uncultured bacterium
26ea07aed00194602805874025386ea0	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Allobaculum	uncultured bacterium
5dea585ebff2f545d422a21b9924c273	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	NA	NA	NA
178096a00700cb19d9b81ff4fa71ecef	Bacteria	Firmicutes	Clostridia	Clostridiales	Family XIII	Anaerovorax	uncultured bacterium
ef4399e29bc1accc9cdfa3402ed78437	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	NA	NA
75fb9a0fdb4acbc4194b44fb196244a3	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	NA	NA
ae4440c24708f44a4b1a58adf90d4ee3	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	uncultured bacterium	uncultured bacterium
0cc1cc98eba417e470a18fb920ee15c5	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	NA
76a1975d80972a8ec97a7d6e172d832b	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Eggerthellaceae	NA	NA
c2d3745ad882c3d56bddba846e32dec1	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Eggerthellaceae	NA	NA
a2fcba1feab0c14961e0afaa5d801ea7	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	uncultured bacterium
be7454914100851f50a6c38b505e71b1	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella 1	uncultured bacterium
b903afcd948ca6cff7aca4cc0adec4f8	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Oscillibacter	NA
0dd545116e8b0885829d7ce86caee970	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
ad6585591ee82a0f889039ee7d605818	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	NA	NA
27eb3736bec7722003a20f576e5a9588	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema 2	NA
e30c7e3dd8a157fd7a86169941bf2a1b	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Eggerthellaceae	DNF00809	NA
556e99f7fb1a28e1b4568f42cf4d4198	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Marinifilaceae	Butyricimonas	uncultured bacterium
874c8f08a410b16c9e73e6935cb967a3	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA	NA
26111c191e405aca56674e5a6e191de7	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	NA
0778e6c69359a25eaa095c52d1f8df12	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Glutamicibacter	NA
b82f747fe02f9a5e163a2fa72f7644ac	Bacteria	Lentisphaerae	Lentisphaeria	Victivallales	Victivallaceae	Victivallis	uncultured bacterium
7440aa816171ce9e81d9b67d2dda61c6	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron
bf22b1130230fbdd687e33c192253ee1	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	uncultured bacterium
412ff92d4304e4472fb78a2554edede4	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Eggerthellaceae	Enterorhabdus	uncultured bacterium
370f8e2c42065b39909e04ccbaec4a68	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
a4b8602f48ebfd841c786056dc3ab325	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Rikenellaceae RC9 gut group	wallaby gut metagenome
295ba5ff84db19d450012e20d9cf8733	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	NA	NA
c890b6b6d535375056d40dea1c43a273	Bacteria	Synergistetes	Synergistia	Synergistales	Synergistaceae	Fretibacterium	NA
714e11230c89fd8d1d6df3db4d3a9b85	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-014	uncultured bacterium
900a91eadefcfc8bb19c1febf1937e65	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	NA
2c330bf1906e5948c21fe9b018f218e1	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	NA	NA
65d09f953877fc6ddfc2886b17663994	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus humi
5bb6192510641580cc34615c1d8ceda3	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	NA
b808f77cb8272d9003ee2632ccf4c5fe	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Rothia	Ambiguous_taxa
5ba7e39ceb6b0cbf3f50b38391f0546d	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	NA	NA
9376f683233495aaddf0ae296e4386a4	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	NA	NA
8009f768d262635792efbfa4d2e2afc7	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema 2	uncultured bacterium
504137a3502fd86d91a688998955f2a9	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Eggerthellaceae	DNF00809	uncultured bacterium
dc1b4ca20e49937dbe21781ba7227b69	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	NA
2d31f1068d089143ede2afeb15844975	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Eggerthellaceae	Enterorhabdus	uncultured bacterium
833bdf99df23e1e257cdfe163ea5edc2	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	NA	NA
bb4bed517245e885cbb7289a95668f72	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Ileibacterium	uncultured bacterium
77cf1864bbeb9474af9f77d124c5a1a8	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	uncultured bacterium	uncultured bacterium
9bf99f8ba7785615c3d9c5ca5963d818	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
a95933af06b5f7047fb348c9dd1dff30	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	uncultured bacterium	uncultured bacterium
5c5f9536999048d8f2133a8fab842ea8	Bacteria	Lentisphaerae	Oligosphaeria	Oligosphaerales	Oligosphaeraceae	horsej-a03	uncultured bacterium
bc7be84048e5b6a63a3a60fb936df3ea	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Eggerthellaceae	NA	NA
4d961ad3afdcefcf5dc11e460d95cc2a	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Eggerthellaceae	DNF00809	uncultured bacterium
80adc70eaab6f31d274cb14d500ec119	Bacteria	Synergistetes	Synergistia	Synergistales	Synergistaceae	Pyramidobacter	uncultured bacterium
21e1a78479bbe7bbbcbfacf66e2387ca	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	uncultured	uncultured rumen bacterium
97d5ed404ba83dcbaa164b1b8aa01d57	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	GCA-900066225	uncultured bacterium
6533fd57c24e1291ab9ed8302bd91082	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
40f71bf2dc1dd344b05a7f1e82743fb2	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Butyricicoccus	NA
7ec11006a44580ca38e8519bc5b2ac5b	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Saccharimonadaceae	Candidatus Saccharimonas	uncultured bacterium
99a27e4cdd73de51c135ddee10803b92	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Anaerofilum	NA
54ac1bc807e1357fb2a2ceaffd7ca12f	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Eggerthellaceae	Enterorhabdus	uncultured bacterium
c7a4307a0d2ce49aedec5cd34a6041f7	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-004	uncultured bacterium
e277d1a5ecfb506e9db19409c73bb94b	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Marvinbryantia	uncultured bacterium
4612df2d9b89e2a11d8d8857b14f7036	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
ea355945f3cf026ecbc5de22bfb6c0a0	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminiclostridium 6	uncultured bacterium
93d42ed39efd5f7e203304b42da877d9	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema 2	uncultured bacterium
0c2e0e0b348f2d8d3660a8748e8fa2f4	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	uncultured bacterium	uncultured bacterium
5e5a445ab2e889235f7c0c6d14a5d5b8	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminiclostridium 5	NA
680767a10b22043dc79fd11a466b55f5	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	NA	NA
f8ebe2931343fda51523e9c0e73669ed	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	uncultured	uncultured bacterium
0e055097a7eb2f44c47571eea7fa9bf5	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
983c74abe8fcba6653b698e91c24f0a2	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	uncultured	NA
ff22512d260d1b8eff3e416414ae5df8	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	NA	NA	NA
bab13fbf384eba6c33b773da77b615b1	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Eggerthellaceae	NA	NA
85676c93d63a00de1218fa85a70baaf8	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	uncultured	uncultured bacterium
3f6b80dd28559e97b486caf45850c4f6	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Marinifilaceae	Butyricimonas	uncultured bacterium
cbf62a39a0df978419252f80c8eb8f93	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-014	uncultured bacterium
880e985b67ac97118011c2f3638d3cc8	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminiclostridium 5	NA
4b87d617037fa67943dffc6a3c61d1c8	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	NA
0a33048c8d037417a35d2ebc8679b5e4	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales vadinBB60 group	Ambiguous_taxa	Ambiguous_taxa
4fcbf62fb720d1d8b091d512ea31d24b	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Rikenellaceae RC9 gut group	wallaby gut metagenome
69cd90debb9e83482f40065a8bd5f4ef	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	[Eubacterium] coprostanoligenes group	NA
aa0678ed8882145dc9113101e6da7a23	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	NA	NA
7634d446e62a221b7dc9b4da8173942e	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema 2	uncultured bacterium
d7da1956c73ed9aec5b769076008a166	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	NA	NA
e7096ab7cf4e3aaf5ce16c75e65f29f9	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	NA	NA
d7fde250a1ca3e7c8ecf32e6a83bac10	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae NK4A136 group	uncultured bacterium
2ace897c5c5f961ecf26c86f96849ab9	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	uncultured bacterium	uncultured bacterium
b21e324376231080794afe11f442bdcb	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	uncultured	NA
9cf83f63e8848ac8dde298026e775f3b	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	uncultured bacterium	uncultured bacterium
dad510cb223fdc1d8011ef36dbeffa23	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	NA	NA	NA
dfa833b266bd2993b86feab3617b34c3	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Akkermansiaceae	Akkermansia	uncultured bacterium
b9da9300ec8a7cb15230f5079931cb5a	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Neisseriaceae	Kingella	Ambiguous_taxa
b626fdc03fdd47817d1bf07d1b2095c7	Bacteria	Cyanobacteria	Melainabacteria	Gastranaerophilales	Ambiguous_taxa	Ambiguous_taxa	Ambiguous_taxa
c84c0689070915ea61699896cacb45da	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	uncultured bacterium	uncultured bacterium
6913bec17576d88cafb223dd62aa3155	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium 1	Corynebacterium cystitidis
48fba242916dd70813fee2c0139901a6	Bacteria	Cyanobacteria	Melainabacteria	Gastranaerophilales	uncultured rumen bacterium	uncultured rumen bacterium	uncultured rumen bacterium
98f81baf97e9a6ac985a888ae134c3d1	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	uncultured bacterium	uncultured bacterium
518d0d9d05dd6420803fda39a99c4982	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Marinifilaceae	Butyricimonas	uncultured bacterium
8f339fe0f8eaa09157b72e9fff679308	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	uncultured bacterium	uncultured bacterium
7edbd107ee4731df9d33c737edef0c74	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	uncultured bacterium	uncultured bacterium
a229c674c5a01a54f31caf444ba7d75b	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Selenomonas 3	NA
f76b49fc884647691717b0c08d977f29	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Butyricicoccus	NA
e0af534add18f4061bf1c15c59021f05	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	uncultured Eubacteriaceae bacterium
bb88b8b2613c61ad0ed8a4752ec71e14	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	uncultured bacterium	uncultured bacterium
b822778da133823c9703a31565501cc7	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	NA	NA	NA
c5833f8a823b84e913e5839b218718ed	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	Ambiguous_taxa	Ambiguous_taxa
4fc37b573a7e87d73b84004ef42c0e8b	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia	NA
b87dd0783335f6e0ea5653221c8188fa	Bacteria	Firmicutes	Clostridia	Clostridiales	Defluviitaleaceae	Defluviitaleaceae UCG-011	NA
8c4574e9072b89fb597e572d17d3e2a5	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	uncultured bacterium	uncultured bacterium
ffc20240fb0ba87af5daeaa0c6fe9e3a	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	uncultured	bacterium YE59
1aae317490cb7ebe79de722e19a05f09	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	NA
61c05c0af62536d4b633ed6fdb57d8d3	Bacteria	Firmicutes	Clostridia	Clostridiales	Christensenellaceae	uncultured	NA
a886029c9ca97cf51cf6f0e34fb06528	Bacteria	Cyanobacteria	Melainabacteria	Gastranaerophilales	uncultured bacterium	uncultured bacterium	uncultured bacterium
e8442f3fd7f59a8050e71c43d07f830f	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	uncultured methanogenic archaeon
4efb65479507889fb7f3f5c961c04936	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	uncultured	Ambiguous_taxa	Ambiguous_taxa
ed9d65b388ca1ac3abe42b87eb9caf1c	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	uncultured methanogenic archaeon
11329699016ce1071c6c334ad85a1949	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Anaerofilum	NA
9804c7d8243dd7d8667a7f4d8463709b	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema 2	NA
59e9228e95e7761b954ef5ecef659fd6	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-005	NA
a51ef787ed0307ef15eb7947e633a174	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Rikenellaceae RC9 gut group	uncultured bacterium
65336dc457c7a25078e1a51de283d00b	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	NA	NA
cb9aa0394302bb87648ab335ece1149f	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
e7b9259d11b15f822ff4a910041ff906	Bacteria	Deferribacteres	Deferribacteres	Deferribacterales	Deferribacteraceae	Mucispirillum	uncultured Deferribacteres bacterium
13a8f621d55f2ffad3378ede4e48db68	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Marvinbryantia	NA
75c4280b2e147f1458922bad755a5d63	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema 2	uncultured bacterium
bd860f7afe6f72f1a90a20659a6ff784	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	uncultured bacterium	uncultured bacterium
a8986132d37cd4f0feff6c3d4671de74	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Eggerthellaceae	DNF00809	uncultured bacterium
8fe77da9b251e09a119dba0a87cc819a	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	NA	NA
cc9a170cc52aa554d8ee9cb945f465f0	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	NA	NA	NA
6a07143aa57a5c2a193e849aa0090565	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema 2	NA
69a013c80238d29c06166882a9c38f62	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema 2	uncultured bacterium
7ec01feb4711c5f2ecec3508a9d4c56e	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-010	NA
473d11899c24885254272ceb6d42d763	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema 2	uncultured bacterium
a336b7f40ed963226ae8756696aa7c11	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	uncultured bacterium	uncultured bacterium
32ab1812bd3770f4b7f6aad7273783da	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Enterobacter	NA
8cda43700329f57517d524c12c287a67	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema 2	uncultured bacterium
0edb0046646985342c3b18bcd0160d4f	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	uncultured	NA
a824f2c3c34d373a90eed7f8ef9e4154	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema 2	uncultured bacterium
051a02645347683386012c2de40705f2	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	uncultured bacterium	uncultured bacterium
e6a6df74cfd587a1c31f29897acfc931	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	uncultured bacterium	uncultured bacterium
2dd01acfc4baf85525452508d6249e03	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	uncultured	uncultured delta proteobacterium
e0d6affe7d7c8c22ec4bd644765d8c32	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
0347445b6784e3d32c70126b005ffa6e	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	NA
